date,open,high,low,close,volume
2017-10-03T15:45:00,1.17594,1.17632,1.17582,1.17586,267
2017-10-03T16:00:00,1.17588,1.17602,1.17555,1.17584,238
2017-10-03T16:15:00,1.17585,1.17586,1.17504,1.17522,443
2017-10-03T16:30:00,1.17520,1.17544,1.17498,1.17533,344
2017-10-03T16:45:00,1.17528,1.17561,1.17524,1.17532,291
2017-10-03T17:00:00,1.17531,1.17560,1.17517,1.17557,206
2017-10-03T17:15:00,1.17553,1.17555,1.17506,1.17514,248
2017-10-03T17:30:00,1.17514,1.17515,1.17461,1.17479,217
2017-10-03T17:45:00,1.17476,1.17480,1.17448,1.17464,268
2017-10-03T18:00:00,1.17464,1.17478,1.17444,1.17478,172
2017-10-03T18:15:00,1.17476,1.17476,1.17441,1.17444,148
2017-10-03T18:30:00,1.17441,1.17454,1.17390,1.17454,354
2017-10-03T18:45:00,1.17454,1.17500,1.17453,1.17496,271
2017-10-03T19:00:00,1.17498,1.17532,1.17481,1.17488,306
2017-10-03T19:15:00,1.17488,1.17506,1.17454,1.17463,162
2017-10-03T19:30:00,1.17468,1.17483,1.17454,1.17474,232
2017-10-03T19:45:00,1.17472,1.17494,1.17464,1.17494,225
2017-10-03T20:00:00,1.17492,1.17508,1.17473,1.17492,124
2017-10-03T20:15:00,1.17492,1.17498,1.17478,1.17488,91
2017-10-03T20:30:00,1.17486,1.17506,1.17479,1.17491,150
2017-10-03T20:45:00,1.17494,1.17499,1.17432,1.17440,351
2017-10-03T21:00:00,1.17420,1.17444,1.17420,1.17428,469
2017-10-03T21:15:00,1.17428,1.17430,1.17398,1.17403,250
